DMU-OU23,"3-7/8"" dia. x 10-1/2""",Screen Printing,Side 1,2,3.5,$10.50,$10.10,$9.75,$9.45,
DMU-OU23,"3-7/8"" dia. x 10-1/2""",Screen Printing,Side 2,2,3.5,$10.50,$10.10,$9.75,$9.45,
DMU-OU23,"3-7/8"" dia. x 10-1/2""",Screen Printing,Wrap with Gap,7.5,3.5,$10.50,$10.10,$9.75,$9.45,
DMU-OU23,"3-7/8"" dia. x 10-1/2""",VividColor (Full-Color Digital),Side 1,2.125,3.5,$10.50,$10.10,$9.75,$9.45,
DMU-OU23,"3-7/8"" dia. x 10-1/2""",VividColor (Full-Color Digital),Side 2,2.125,3.5,$10.50,$10.10,$9.75,$9.45,
DMU-OU23,"3-7/8"" dia. x 10-1/2""",Laser Engraving,Side 1,2,3.5,$10.50,$10.10,$9.75,$9.45,
DMU-OU23,"3-7/8"" dia. x 10-1/2""",Laser Engraving,Side 2,2,3.5,$10.50,$10.10,$9.75,$9.45,
DMU-OU23,"3-7/8"" dia. x 10-1/2""",Laser Engraving,Side 1,2.5,3.5,$10.50,$10.10,$9.75,$9.45,
DMU-OU23,"3-7/8"" dia. x 10-1/2""",Laser Engraving,Side 2,2.5,3.5,$10.50,$10.10,$9.75,$9.45,
